date,open,high,low,adjClose,value,volume,count,yesterday,close
2022-05-09,1210000.0,1210000.0,1210000.0,1210000.0,12100000000,10000,4,1210000.0,1210000.0
2022-06-14,1270500.0,1270500.0,1270500.0,1270500.0,4370520000,3440,3,1270500.0,1270500.0
2022-06-20,1212800.0,1212800.0,1212800.0,1212800.0,4366080000,3600,3,1334025.0,1212800.0
2022-06-27,1212750.0,1212750.0,1212750.0,1212750.0,3492720000,2880,2,1334025.0,1212750.0
2022-07-04,1334025.0,1334025.0,1334025.0,1334025.0,4802490000,3600,3,1212750.0,1334025.0
2022-07-11,1400726.0,1400726.0,1400726.0,1400726.0,5042613600,3600,2,1400726.0,1400726.0
2022-07-19,1470762.0,1470762.0,1470762.0,1470762.0,5294743200,3600,2,1470762.0,1470762.0
2022-08-15,1337056.0,1337056.0,1337056.0,1337056.0,1069644800,800,1,1470761.0,1337056.0
2022-09-05,1470761.0,1470761.0,1470761.0,1470761.0,7294974560,4960,4,1470761.0,1470761.0
2022-09-12,1337056.0,1337056.0,1337056.0,1337056.0,427857920,320,1,1470761.0,1337056.0
2022-09-19,1337056.0,1337056.0,1337056.0,1337056.0,5134295040,3840,2,1337056.0,1337056.0
2022-09-26,1337056.0,1337056.0,1337056.0,1337056.0,2460183040,1840,1,1470761.0,1337056.0
2022-10-03,1337056.0,1337056.0,1337056.0,1337056.0,6203939840,4640,3,1470761.0,1337056.0
2022-10-10,1470761.0,1470761.0,1470761.0,1470761.0,7294974560,4960,3,1337056.0,1470761.0
2022-10-17,1337056.0,1337056.0,1337056.0,1337056.0,5134295040,3840,2,1470761.0,1337056.0
2022-11-07,1337056.0,1337056.0,1337056.0,1337056.0,4920366080,3680,2,1470761.0,1337056.0
2022-11-14,1337056.0,1337056.0,1337056.0,1337056.0,7701442560,5760,3,1470761.0,1337056.0
2022-11-21,1337056.0,1337056.0,1337056.0,1337056.0,11873057280,8880,5,1470761.0,1337056.0
2022-11-28,1337056.0,1337056.0,1337056.0,1337056.0,6845726720,5120,3,1470761.0,1337056.0
2022-12-05,1337056.0,1337056.0,1337056.0,1337056.0,7701442560,5760,3,1470761.0,1337056.0
2022-12-12,1337056.0,1337056.0,1337056.0,1337056.0,5134295040,3840,2,1470761.0,1337056.0
2022-12-19,1310315.0,1310315.0,1310315.0,1310315.0,6708812800,5120,3,1337056.0,1310315.0
2022-12-26,1310315.0,1310315.0,1310315.0,1310315.0,11321121600,8640,21,1441346.0,1310315.0
2023-01-02,1310315.0,1310315.0,1310315.0,1310315.0,10063219200,7680,4,1441346.0,1310315.0
2023-01-09,1310315.0,1310315.0,1310315.0,1310315.0,7547414400,5760,3,1310315.0,1310315.0
2023-01-16,1310315.0,1310315.0,1310315.0,1310315.0,9224617600,7040,5,1310315.0,1310315.0
2023-01-23,1441346.0,1441346.0,1441346.0,1441346.0,14413460000,10000,6,1441346.0,1441346.0
2023-01-30,1310315.0,1310315.0,1310315.0,1310315.0,11321121600,8640,5,1441346.0,1310315.0
2023-02-06,1310315.0,1310315.0,1310315.0,1310315.0,8805316800,6720,4,1441346.0,1310315.0
2023-02-13,1310315.0,1310315.0,1310315.0,1310315.0,13103150000,10000,6,1441346.0,1310315.0
2023-02-20,1310315.0,1310315.0,1310315.0,1310315.0,8595666400,6560,4,1441346.0,1310315.0
2023-02-27,1310315.0,1310315.0,1310315.0,1310315.0,12788674400,9760,7,1310315.0,1310315.0
2023-05-01,1441346.0,1441346.0,1441346.0,1441346.0,14413460000,10000,6,1441346.0,1441346.0
2023-05-08,1513413.0,1513413.0,1513413.0,1513413.0,15134130000,10000,6,1513413.0,1513413.0
2023-05-15,1589083.0,1589083.0,1589083.0,1589083.0,15890830000,10000,6,1589083.0,1589083.0
2023-05-22,1668537.0,1668537.0,1668537.0,1668537.0,16685370000,10000,6,1668537.0,1668537.0
2023-05-29,1751963.0,1751963.0,1751963.0,1751963.0,26209366480,14960,10,1751963.0,1751963.0
2023-06-06,1672328.0,1672328.0,1672328.0,1672328.0,17659783680,10560,7,1839560.0,1672328.0
2023-06-12,1672328.0,1672328.0,1672328.0,1672328.0,11238044160,6720,4,1839560.0,1672328.0
2023-06-19,1672328.0,1672328.0,1672328.0,1672328.0,9632609280,5760,3,1839560.0,1672328.0
2023-06-26,1672328.0,1672328.0,1672328.0,1672328.0,10970471680,6560,4,1839560.0,1672328.0
2023-07-03,1672328.0,1672328.0,1672328.0,1672328.0,9632609280,5760,3,1839560.0,1672328.0
2023-07-10,1672328.0,1672328.0,1672328.0,1672328.0,8562319360,5120,3,1839560.0,1672328.0
2023-07-17,1672328.0,1672328.0,1672328.0,1672328.0,9632609280,5760,3,1839560.0,1672328.0
2023-07-24,1672328.0,1672328.0,1672328.0,1672328.0,9632609280,5760,3,1839560.0,1672328.0
2023-07-31,1672328.0,1672328.0,1672328.0,1672328.0,9632609280,5760,3,1672328.0,1672328.0
2023-08-07,1672328.0,1672328.0,1672328.0,1672328.0,9632609280,5760,3,1839560.0,1672328.0
2023-08-14,1672328.0,1672328.0,1672328.0,1672328.0,6421739520,3840,2,1839560.0,1672328.0
2023-08-21,1672328.0,1672328.0,1672328.0,1672328.0,6421739520,3840,2,1839560.0,1672328.0
2023-08-28,1672328.0,1672328.0,1672328.0,1672328.0,6421739520,3840,2,1839560.0,1672328.0
2023-09-04,1672328.0,1672328.0,1672328.0,1672328.0,6421739520,3840,2,1672328.0,1672328.0
2023-09-11,1672328.0,1672328.0,1672328.0,1672328.0,6421739520,3840,2,1839560.0,1672328.0
